id,created_at,client_id,channel,topic,priority,agent_id,first_reply_at,resolved_at,status,reopened,csat
t000881,2025-02-23 09:15:00,u08551,телефон,техническая проблема,1,a11,2025-02-23 09:22:38,2025-02-23 17:25:25,решено,0,
t002894,2025-05-03 09:47:00,u03967,чат,NULL,2,a10,2025-05-03 10:29:53,2025-05-03 12:40:22,решено,0,
t002170,2025-01-05 06:41:00,u00401,чат,прочее,3,a02,2025-01-05 06:45:41,2025-01-05 13:49:29,решено,0,4
t003703,2025-01-11 12:38:00,u02869,почта,доступ и пароли,3,a14,2025-01-11 12:44:25,2025-01-11 13:20:04,решено,0,1
t002640,2025-03-19 10:28:00,u07383,чат,расписание и посещаемость,2,a10,2025-03-19 11:51:59,2025-03-18 09:41:17,решено,1,4
t003637,2025-01-06 10:00:00,u01002,чат,доступ и пароли,2,a07,2025-01-06 10:08:04,2025-01-06 14:15:46,решено,0,4
t004357,04.03.2025 02:01,u00696,почта,расписание и посещаемость,2,a11,2025-03-04 03:21:04,2025-03-04 03:47:59,решено,0,
t000776,18.05.2025 07:39,u04005,форма,расписание и посещаемость,2,a08,2025-05-18 07:43:45,2025-05-18 11:14:10,решено,0,
t003054,15.02.2025 03:31,u05108,почта,прочее,2,a14,2025-02-15 04:36:49,2025-02-15 06:01:48,решено,0,5
t001199,2025-05-06 01:52:00,u06508,почта,,1,a09,2025-05-06 02:01:47,2025-05-06 10:36:04,решено,0,
t005273,2025-02-16 12:04:00,u04317,почта,доступ и пароли,3,a15,2025-02-16 13:38:59,2025-02-16 13:57:18,решено,0,
t004824,06.05.2025 10:39,u01005,чат,техническая проблема,3,a12,2025-05-06 10:46:23,,в работе,0,
t005801,2025-05-03 09:39:00,u03531,почта,расписание и посещаемость,1,a12,2025-05-03 09:52:15,2025-05-03 12:04:38,решено,0,
t002921,2025-02-24 08:58:00,u01825,чат,доступ и пароли,2,a09,2025-02-24 10:29:57,2025-02-24 13:50:01,решено,0,4
t003917,2025-05-22 10:31:00,u05349,почта,оплата и документы,3,a02,2025-05-22 10:52:05,2025-05-22 13:33:43,решено,0,5
t003665,2025-02-03 02:57:00,u04804,чат,оплата и документы,1,a09,2025-02-03 03:08:10,2025-02-03 08:28:16,решено,1,5
t005547,2025-03-23 11:12:00,u08798,форма,доступ и пароли,1,a02,2025-03-23 11:41:05,2025-03-23 12:26:37,решено,0,3
t003333,2025-05-02 12:55:00,u08468,почта,техническая проблема,1,a07,2025-05-02 13:20:41,2025-05-02 16:32:38,решено,0,
t004577,2025-06-02 11:01:00,u05185,почта,техническая проблема,1,a15,2025-06-02 11:27:25,2025-06-02 15:06:52,решено,1,
t005585,06.01.2025 03:59,u04867,почта,доступ и пароли,1,a08,2025-01-06 04:28:52,2025-01-05 04:20:52,решено,0,
t004073,2025-02-16 07:11:00,u02774,форма,техническая проблема,2,a17,2025-02-16 07:39:33,2025-02-16 14:37:51,решено,0,5
t004947,2025-03-02 10:46:00,u02750,телефон,оплата и документы,2,a16,2025-03-02 12:01:44,2025-03-02 23:28:39,решено,0,
t002911,26.03.2025 09:45,u01035,телефон,оплата и документы,1,a07,2025-03-26 10:10:14,2025-03-26 16:38:00,решено,0,
t004552,2025-05-21 02:41:00,u06414,почта,техническая проблема,2,a10,2025-05-21 03:08:41,2025-05-21 14:34:12,решено,0,
t003485,2025-02-24 02:41:00,u03863,чат,доступ и пароли,1,a01,2025-02-24 03:02:10,2025-02-24 03:06:42,решено,0,
t001147,20.06.2025 07:57,u07714,чат,доступ и пароли,1,a09,2025-06-20 08:13:55,2025-06-20 09:47:46,решено,0,
t001753,2025-06-12 12:22:00,u06808,чат,расписание и посещаемость,1,a06,2025-06-12 12:28:43,2025-06-12 16:07:24,решено,0,
t004211,2025-06-03 07:51:00,u05217,чат,техническая проблема,1,a16,2025-06-03 08:07:19,2025-06-03 14:51:49,решено,0,
t005616,2025-02-27 12:27:00,u06823,почта,доступ и пароли,1,a11,2025-02-27 13:22:20,2025-02-27 13:57:35,решено,0,
t004447,2025-01-18 07:07:00,u05443,телефон,оплата и документы,1,a12,2025-01-18 07:43:51,2025-01-18 10:36:00,решено,0,4
t004615,2025-05-07 06:36:00,u00881,форма,техническая проблема,1,a03,2025-05-07 06:38:27,2025-05-07 20:42:00,решено,0,
t004496,2025-04-21 03:58:00,u04692,чат,расписание и посещаемость,2,a09,2025-04-21 04:07:17,2025-04-21 05:29:33,решено,0,
t001104,2025-04-18 09:25:00,u03868,почта,NULL,2,a15,2025-04-18 09:41:09,2025-04-18 14:35:13,решено,0,
t002308,2025-06-25 05:29:00,u04024,чат,"",2,a02,2025-06-25 06:05:35,2025-06-25 08:26:03,решено,0,
t003332,2025-02-26 04:30:00,u00995,чат,доступ и пароли,3,a01,2025-02-26 05:59:21,2025-02-26 11:37:55,закрыто без ответа,0,
t001144,24.06.2025 12:09,u01869,почта,расписание и посещаемость,3,a15,2025-06-24 12:45:10,2025-06-24 14:44:43,решено,0,
t004219,23.05.2025 02:36,u05251,чат,прочее,2,a01,2025-05-23 02:44:21,2025-05-23 07:35:08,решено,0,
t000682,2025-03-03 03:49:00,u06592,почта,расписание и посещаемость,3,a03,2025-03-03 05:33:38,2025-03-03 06:26:20,решено,0,
t002467,2025-02-26 12:16:00,u02249,почта,доступ и пароли,2,a01,2025-02-26 12:35:18,2025-02-26 12:46:28,решено,0,2
t002964,2025-04-09 05:44:00,u00454,чат,доступ и пароли,2,a03,2025-04-09 06:07:48,,в работе,0,
t000655,2025-05-07 08:44:00,u06460,почта,расписание и посещаемость,1,a01,2025-05-07 09:00:45,2025-05-07 14:32:31,решено,0,
t000320,2025-06-04 01:55:00,u01796,чат,оплата и документы,1,a12,2025-06-04 02:08:51,2025-06-04 03:02:47,решено,0,
t002973,2025-04-26 07:28:00,u06502,Чат,расписание и посещаемость,2,a07,2025-04-26 07:33:46,,в работе,0,
t004688,20.04.2025 04:33,u06089,чат,техническая проблема,3,a16,2025-04-20 05:15:02,2025-04-20 08:07:05,решено,0,
t003185,19.04.2025 11:23,u02745,почта,оплата и документы,2,a17,2025-04-19 11:31:29,,в работе,0,
t000192,2025-01-17 08:25:00,u02546,Чат,расписание и посещаемость,1,a14,2025-01-17 10:12:30,2025-01-17 13:25:05,решено,0,
t002068,17.06.2025 07:11,u02169,чат,прочее,2,a16,2025-06-17 07:30:15,2025-06-18 02:08:23,решено,0,3
t005809,2025-04-15 13:43:00,u08044,чат,доступ и пароли,2,a08,2025-04-15 14:04:36,2025-04-15 14:52:07,решено,0,
t000188,2025-01-21 06:08:00,u01762,почта,доступ и пароли,3,a07,2025-01-21 07:43:57,2025-01-21 11:41:14,решено,1,
t002327,03.03.2025 09:43,u07351,чат,прочее,3,a08,,,новое,0,
t002340,03.02.2025 07:02,u03405,чат,расписание и посещаемость,2,a14,2025-02-03 07:08:34,2025-02-03 13:02:43,решено,0,
t000724,2025-04-26 12:38:00,u00735,Чат,оплата и документы,2,a01,2025-04-26 12:58:29,2025-04-26 17:57:09,решено,1,
t000572,2025-05-21 09:18:00,u08563,чат,прочее,2,a06,2025-05-21 09:30:33,2025-05-21 13:20:18,решено,0,
t005493,25.06.2025 12:08,u08463,почта,техническая проблема,2,a15,2025-06-25 12:18:04,2025-06-26 09:38:21,решено,0,5
t001255,06.04.2025 07:53,u02962,Чат,техническая проблема,1,a01,2025-04-06 08:22:20,2025-04-06 16:59:42,решено,0,5
t004925,13.01.2025 10:13,u04774,почта,прочее,2,a07,2025-01-13 10:57:35,2025-01-13 15:48:26,решено,0,
t000851,2025-01-14 12:48:00,u08804,почта,расписание и посещаемость,2,a11,2025-01-14 12:58:23,2025-01-14 17:13:42,решено,0,
t004625,2025-06-03 11:56:00,u01427,телефон,NULL,2,a04,2025-06-03 12:08:58,2025-06-03 14:59:15,решено,0,
t003198,2025-03-18 13:47:00,u04310,телефон,прочее,1,a12,2025-03-18 14:14:13,2025-03-18 16:14:29,решено,0,
t003444,2025-04-23 10:09:00,u03388,форма,оплата и документы,1,a12,2025-04-23 10:21:11,2025-04-23 13:05:20,решено,0,
t001616,2025-02-13 07:43:00,u04426,телефон,доступ и пароли,2,a04,2025-02-13 08:01:43,2025-02-13 09:11:37,решено,0,
t001948,2025-04-19 04:21:00,u05575,Чат,оплата и документы,3,a06,2025-04-19 04:30:58,2025-04-19 09:13:05,решено,0,
t005928,2025-04-22 07:55:00,u05413,чат,доступ и пароли,2,a03,2025-04-22 08:12:26,2025-04-22 10:45:25,решено,1,
t003165,2025-01-24 03:34:00,u08945,чат,доступ и пароли,2,a13,2025-01-24 03:50:33,2025-01-24 04:39:09,решено,0,
t003612,2025-04-23 09:35:00,u06973,чат,расписание и посещаемость,2,a11,2025-04-23 10:30:05,2025-04-23 12:42:30,решено,0,
t002050,2025-06-06 09:40:00,u05363,чат,оплата и документы,2,a17,2025-06-06 10:02:08,2025-06-06 12:20:13,решено,0,
t000910,2025-02-07 07:31:00,u07191,почта,доступ и пароли,2,a03,2025-02-07 07:49:36,2025-02-07 08:53:07,решено,0,
t002800,2025-05-04 15:32:00,u05712,чат,расписание и посещаемость,2,a01,2025-05-04 15:36:05,2025-05-04 17:37:01,решено,0,
t002905,2025-02-21 06:31:00,u00358,почта,прочее,2,a07,2025-02-21 08:16:07,2025-02-21 18:41:31,решено,0,5
t000749,2025-02-26 15:33:00,u05586,чат,доступ и пароли,2,a04,2025-02-26 17:12:06,2025-02-26 19:19:50,решено,0,
t001555,01.01.2025 08:01,u02974,почта,доступ и пароли,2,a02,2025-01-01 08:10:36,2025-01-01 08:36:22,решено,0,
t004605,2025-03-07 03:43:00,u00107,чат,доступ и пароли,1,a05,2025-03-07 05:11:37,2025-03-07 05:47:30,решено,0,5
t004608,20.06.2025 01:31,u00416,чат,оплата и документы,2,a08,2025-06-20 01:34:40,2025-06-20 05:27:29,решено,0,
t005695,2025-01-02 09:32:00,u03134,чат,оплата и документы,1,a11,2025-01-02 10:32:13,2025-01-02 11:59:18,решено,0,
t002057,25.02.2025 15:07,u05326,форма,расписание и посещаемость,1,a07,2025-02-25 16:30:45,2025-02-25 21:45:23,решено,0,
t004861,2025-02-09 07:24:00,u01546,почта,техническая проблема,1,a10,2025-02-09 07:53:37,2025-02-09 15:37:39,решено,0,
t000061,02.02.2025 04:33,u02261,чат,доступ и пароли,2,a02,2025-02-02 04:56:02,2025-02-02 05:47:39,решено,0,1
t000591,2025-01-23 09:40:00,u05077,телефон,доступ и пароли,3,a04,2025-01-23 10:05:59,2025-01-23 11:49:02,решено,0,4
t004744,22.02.2025 08:39,u02419,почта,доступ и пароли,1,a11,2025-02-22 10:10:31,2025-02-22 10:54:36,решено,0,1
t003682,26.04.2025 12:08,u01885,почта,расписание и посещаемость,2,a02,2025-04-26 12:34:12,2025-04-25 11:24:33,решено,0,
t001768,2025-01-13 05:03:00,u05379,телефон,прочее,2,a13,2025-01-13 05:08:45,2025-01-13 09:53:18,решено,0,5
t002054,2025-04-03 12:25:00,u04269,почта,"",1,a10,2025-04-03 12:50:26,2025-04-03 15:37:12,решено,0,
t005897,2025-04-07 12:00:00,u05561,почта,прочее,3,a07,2025-04-07 12:09:30,2025-04-07 18:56:57,решено,0,5
t000021,2025-06-08 12:00:00,u02034,форма,расписание и посещаемость,2,a10,2025-06-08 12:58:59,2025-06-08 16:09:32,решено,0,1
t004568,2025-04-27 11:54:00,u04847,почта,расписание и посещаемость,2,a15,2025-04-27 11:59:26,2025-04-27 14:14:21,решено,0,
t005738,2025-06-06 07:07:00,u07361,почта,техническая проблема,2,a17,2025-06-06 07:12:34,2025-06-06 09:57:12,решено,0,
t000272,17.03.2025 07:41,u05719,чат,доступ и пароли,3,a11,2025-03-17 07:59:43,2025-03-17 08:54:50,решено,0,
t000416,27.05.2025 06:20,u03794,почта,"",2,a01,2025-05-27 07:22:12,2025-05-27 13:38:17,решено,0,
t004717,19.06.2025 11:41,u01608,чат,техническая проблема,1,a01,2025-06-19 12:25:09,2025-06-19 23:58:25,решено,0,
t005884,04.02.2025 10:49,u00019,форма,оплата и документы,2,a18,2025-02-04 12:39:50,2025-02-04 16:14:18,решено,0,
t005187,04.04.2025 13:30,u05575,почта,NULL,2,a08,2025-04-04 13:32:43,2025-04-04 23:35:58,решено,0,
t002938,18.05.2025 09:07,u07967,чат,техническая проблема,1,a07,2025-05-18 09:12:14,2025-05-18 17:14:55,решено,0,
t000637,2025-05-18 06:21:00,u03222,форма,техническая проблема,1,a01,2025-05-18 07:17:06,2025-05-18 17:32:34,решено,0,
t004689,05.02.2025 03:47,u06047,почта,доступ и пароли,3,a11,2025-02-05 04:52:05,2025-02-05 04:54:20,решено,0,
t004714,02.01.2025 02:32,u02328,чат,оплата и документы,2,a11,2025-01-02 02:54:31,2025-01-02 05:48:00,решено,0,3
t004363,2025-03-03 11:48:00,u02648,чат,доступ и пароли,1,a11,2025-03-03 11:52:16,2025-03-03 12:47:01,решено,0,5
t000872,2025-06-15 06:55:00,u06325,чат,расписание и посещаемость,2,a17,2025-06-15 07:45:07,2025-06-15 13:34:42,решено,0,
t003388,2025-02-03 06:07:00,u04119,почта,доступ и пароли,2,a06,2025-02-03 07:18:09,2025-02-03 07:39:55,решено,0,5
t003573,07.03.2025 01:53,u04993,чат,доступ и пароли,1,a18,2025-03-07 03:02:39,2025-03-07 04:46:38,решено,0,
t003525,2025-03-02 11:00:00,u00935,почта,доступ и пароли,3,a15,2025-03-02 12:13:06,2025-03-02 12:39:40,решено,0,
t004460,2025-04-24 10:14:00,u06685,почта,оплата и документы,2,a06,2025-04-24 10:27:33,2025-04-24 16:10:55,решено,0,
t003646,03.01.2025 13:37,u05245,форма,доступ и пароли,2,a13,2025-01-03 13:43:53,2025-01-03 20:29:42,решено,0,
t005458,2025-01-11 13:18:00,u00901,почта,доступ и пароли,2,a14,2025-01-11 14:31:27,2025-01-11 15:00:51,решено,0,
t005058,2025-04-02 16:33:00,u04168,форма,оплата и документы,1,a08,2025-04-02 16:58:05,2025-04-02 23:09:43,решено,0,
t003803,2025-04-04 16:33:00,u04422,телефон,техническая проблема,1,a10,2025-04-04 16:52:22,2025-04-05 08:56:45,решено,0,
t001213,2025-05-24 15:08:00,u08663,телефон,оплата и документы,2,a17,2025-05-24 15:42:04,2025-05-24 16:23:45,решено,0,
t003959,2025-05-21 06:29:00,u05225,чат,техническая проблема,1,a17,2025-05-21 06:36:08,2025-05-21 23:51:19,решено,0,
t004489,07.04.2025 07:27,u02762,почта,доступ и пароли,2,a16,2025-04-07 07:34:18,2025-04-07 08:26:25,решено,0,
t005242,2025-03-23 10:35:00,u08798,телефон,доступ и пароли,2,a03,2025-03-23 10:56:24,2025-03-23 11:15:31,решено,0,
t000071,23.03.2025 02:41,u02331,чат,оплата и документы,3,a16,2025-03-23 04:06:18,2025-03-23 05:42:27,решено,0,
t004647,2025-04-06 03:10:00,u03352,чат,оплата и документы,2,a01,2025-04-06 03:37:23,2025-04-06 06:10:14,решено,0,5
t004187,2025-06-02 12:21:00,u03145,почта,оплата и документы,1,a18,2025-06-02 12:40:56,2025-06-02 16:24:20,решено,0,
t004678,2025-04-20 04:30:00,u03170,форма,расписание и посещаемость,1,a02,2025-04-20 04:32:25,2025-04-20 08:54:43,решено,0,
t002031,03.04.2025 13:39,u06512,телефон,техническая проблема,1,a07,2025-04-03 13:48:11,2025-04-03 19:50:58,решено,0,
t004395,2025-01-20 10:41:00,u04805,чат,техническая проблема,1,a08,2025-01-20 11:46:54,2025-01-21 02:25:07,решено,0,
t000275,2025-04-22 05:55:00,u04770,чат,расписание и посещаемость,3,a08,2025-04-22 06:07:18,2025-04-22 11:13:02,решено,0,
t001270,2025-03-23 20:07:00,u06605,чат,доступ и пароли,1,a06,2025-03-23 20:12:40,2025-03-22 20:28:26,решено,0,
t002990,2025-04-27 09:20:00,u04847,форма,доступ и пароли,2,a18,2025-04-27 09:46:01,2025-04-27 12:51:34,решено,1,
t001940,2025-02-24 10:42:00,u06544,почта,расписание и посещаемость,3,a13,2025-02-24 10:56:36,2025-02-24 15:37:03,решено,0,2
t000126,2025-03-04 15:11:00,u02877,чат,оплата и документы,2,a10,2025-03-04 15:28:08,2025-03-04 16:39:40,решено,0,5
t003872,2025-02-27 03:21:00,u07961,чат,NULL,1,a08,2025-02-27 04:22:56,2025-02-27 09:34:51,решено,0,
t000155,26.06.2025 04:20,u01507,чат,техническая проблема,1,a18,2025-06-26 05:23:15,2025-06-26 12:32:07,решено,0,5
t000330,2025-02-01 11:16:00,u00751,Чат,доступ и пароли,1,a05,2025-02-01 12:38:38,2025-02-01 13:23:46,решено,0,3
t002754,25.06.2025 05:38,u03111,телефон,расписание и посещаемость,2,a02,2025-06-25 06:20:30,2025-06-25 08:23:51,решено,0,
t004325,2025-01-23 04:04:00,u03600,форма,прочее,2,a07,2025-01-23 05:09:00,2025-01-23 10:53:50,решено,0,
t002545,2025-06-07 10:56:00,u07980,почта,техническая проблема,1,a04,2025-06-07 11:12:49,2025-06-07 21:37:56,решено,0,
t001148,24.02.2025 01:05,u07020,телефон,расписание и посещаемость,2,a02,2025-02-24 01:31:57,2025-02-24 05:03:36,решено,1,4
t001946,2025-05-12 11:01:00,u08846,телефон,техническая проблема,1,a16,2025-05-12 11:44:24,2025-05-12 16:02:45,решено,0,
t002399,15.05.2025 16:22,u04558,чат,техническая проблема,1,a06,2025-05-15 16:38:37,2025-05-16 05:06:17,решено,0,
t002498,2025-06-07 11:35:00,u07379,почта,техническая проблема,2,a01,2025-06-07 12:17:39,2025-06-08 08:41:44,решено,0,
t002658,2025-01-08 02:04:00,u05235,чат,доступ и пароли,3,a05,2025-01-08 03:53:03,2025-01-08 06:07:27,решено,0,4
t001930,2025-04-01 17:12:00,u04689,чат,оплата и документы,2,a07,2025-04-01 17:26:40,2025-04-01 22:29:45,решено,0,
t000921,2025-03-17 08:05:00,u07778,чат,расписание и посещаемость,2,a03,2025-03-17 08:33:01,2025-03-17 13:16:20,решено,0,4
t004935,2025-01-27 08:40:00,u01900,почта,доступ и пароли,2,a12,2025-01-27 08:44:39,2025-01-27 09:05:57,решено,0,
t001986,2025-02-03 03:53:00,u01378,почта,расписание и посещаемость,2,a09,2025-02-03 05:19:43,2025-02-03 14:35:20,решено,0,5
t002141,2025-01-13 12:16:00,u06736,почта,расписание и посещаемость,1,a02,2025-01-13 12:49:34,2025-01-13 14:45:14,решено,0,
t005513,20.06.2025 08:53,u04204,почта,расписание и посещаемость,2,a04,2025-06-20 09:28:32,2025-06-20 13:35:09,решено,0,
t004755,2025-03-25 12:10:00,u03603,чат,оплата и документы,1,a03,2025-03-25 12:17:20,2025-03-25 15:03:59,решено,1,5
t004047,2025-02-02 13:17:00,u06613,форма,доступ и пароли,2,a15,2025-02-02 14:30:32,2025-02-02 16:09:52,решено,0,2
t004793,2025-01-17 07:53:00,u03257,форма,оплата и документы,2,a07,2025-01-17 08:41:57,2025-01-17 13:07:18,решено,0,
t002664,2025-03-10 01:47:00,u02595,чат,доступ и пароли,2,a16,2025-03-10 03:34:09,2025-03-10 04:56:39,решено,0,
t002571,06.06.2025 16:45,u04321,почта,оплата и документы,2,a09,2025-06-06 17:09:42,2025-06-06 20:31:50,решено,0,5
t001862,2025-01-12 06:01:00,u04273,чат,доступ и пароли,2,a13,2025-01-12 07:20:08,2025-01-12 07:22:10,решено,0,
t005754,2025-03-26 12:27:00,u01291,почта,доступ и пароли,2,a09,2025-03-26 12:50:09,2025-03-26 13:44:42,решено,0,4
t002307,2025-06-02 07:43:00,u07571,чат,техническая проблема,3,a11,2025-06-02 08:42:44,2025-06-02 12:31:05,решено,0,
t002758,2025-02-21 12:42:00,u02876,почта,доступ и пароли,3,a12,,,новое,0,
t003738,2025-05-02 03:58:00,u05349,чат,оплата и документы,2,a03,2025-05-02 04:14:04,2025-05-02 12:31:07,решено,0,
t001856,03.03.2025 06:12,u00435,чат,техническая проблема,1,a07,2025-03-03 06:23:55,2025-03-04 18:21:53,решено,0,
t001284,22.04.2025 11:44,u08143,форма,доступ и пароли,2,a11,2025-04-22 12:24:50,2025-04-22 13:40:21,решено,0,
t003411,26.01.2025 07:17,u06868,чат,оплата и документы,2,a08,2025-01-26 07:38:40,2025-01-26 13:07:39,решено,0,
t004204,2025-04-22 05:31:00,u08391,чат,техническая проблема,1,a18,2025-04-22 05:58:10,2025-04-22 15:16:51,решено,0,
t001690,2025-02-14 01:24:00,u03875,чат,техническая проблема,1,a08,2025-02-14 01:34:19,2025-02-14 16:18:31,решено,0,
t003718,2025-06-02 10:45:00,u08333,телефон,доступ и пароли,1,a16,2025-06-02 10:48:49,2025-06-02 12:39:50,решено,0,
t000294,2025-01-13 02:11:00,u00817,чат,доступ и пароли,1,a05,2025-01-13 02:21:47,2025-01-13 03:35:20,решено,0,
t002849,05.02.2025 09:37,u05729,чат,доступ и пароли,1,a09,2025-02-05 09:45:21,2025-02-05 11:49:17,решено,0,
t004055,24.01.2025 08:04,u00476,чат,техническая проблема,3,a01,2025-01-24 08:50:18,2025-01-24 14:45:19,решено,0,2
t004752,2025-04-23 11:37:00,u05901,телефон,прочее,2,a11,2025-04-23 11:39:27,2025-04-23 16:06:19,решено,0,
t003262,04.05.2025 14:30,u08416,чат,оплата и документы,2,a02,2025-05-04 14:57:04,2025-05-04 16:51:06,решено,0,
t001114,2025-03-14 04:44:00,u03434,почта,расписание и посещаемость,2,a06,2025-03-14 04:58:36,2025-03-14 09:06:06,решено,0,4
t001988,2025-05-21 08:56:00,u05604,чат,оплата и документы,2,a17,2025-05-21 09:00:49,2025-05-21 13:42:38,закрыто без ответа,0,
t003912,2025-04-21 12:44:00,u04849,чат,расписание и посещаемость,1,a18,2025-04-21 12:55:58,2025-04-21 15:54:12,решено,0,
t003028,04.05.2025 20:13,u08786,чат,техническая проблема,1,a03,2025-05-04 20:41:03,2025-05-05 13:59:19,решено,0,
t001865,2025-03-16 13:33:00,u08321,почта,прочее,2,a12,2025-03-16 14:41:14,2025-03-16 17:52:21,решено,0,4
t003804,2025-02-25 01:47:00,u06487,телефон,доступ и пароли,2,a14,2025-02-25 03:31:44,2025-02-25 04:01:06,решено,1,
t001398,01.04.2025 01:15,u04866,телефон,,3,a04,2025-04-01 01:19:56,2025-04-01 02:44:45,решено,1,
t002765,2025-01-27 02:58:00,u00373,почта,расписание и посещаемость,2,a14,2025-01-27 04:26:30,2025-01-27 05:57:15,решено,0,
t001446,2025-02-08 04:34:00,u00429,почта,доступ и пароли,2,a14,2025-02-08 06:08:46,2025-02-08 06:32:22,решено,0,
t000263,2025-02-07 04:08:00,u04164,почта,техническая проблема,1,a08,2025-02-07 04:27:26,2025-02-07 13:49:39,решено,0,
t000667,2025-05-20 09:00:00,u08303,телефон,техническая проблема,3,a01,,,новое,0,
t004912,2025-04-20 06:51:00,u04800,Чат,расписание и посещаемость,2,a02,2025-04-20 07:20:01,2025-04-20 08:15:32,решено,0,
t000099,04.06.2025 12:03,u03864,чат,техническая проблема,1,a16,2025-06-04 12:49:40,2025-06-04 17:31:46,решено,0,
t002191,2025-02-13 02:59:00,u04013,почта,NULL,3,a11,2025-02-13 03:27:44,2025-02-13 04:32:54,решено,0,
t005474,2025-05-23 12:00:00,u07265,телефон,оплата и документы,2,a02,2025-05-23 12:16:41,2025-05-23 20:00:37,решено,0,
t004340,2025-06-27 06:05:00,u05227,чат,техническая проблема,3,a15,2025-06-27 06:18:11,2025-06-28 14:31:35,решено,0,
t005857,2025-03-18 14:12:00,u04516,почта,доступ и пароли,1,a18,2025-03-18 14:38:39,2025-03-18 14:56:22,решено,0,
t003791,2025-04-24 01:46:00,u06511,почта,техническая проблема,1,a09,2025-04-24 02:03:18,2025-04-24 13:43:45,решено,0,
t005018,2025-03-03 03:54:00,u00606,почта,прочее,2,a02,2025-03-03 04:06:11,2025-03-03 08:25:32,решено,0,5
t002688,2025-06-03 12:14:00,u07216,почта,доступ и пароли,1,a18,2025-06-03 13:06:38,2025-06-03 14:42:51,решено,0,
t003708,2025-04-03 04:49:00,u04687,форма,доступ и пароли,2,a08,,,новое,0,
t000129,2025-06-02 11:29:00,u02439,чат,расписание и посещаемость,2,a15,2025-06-02 11:32:44,2025-06-02 13:50:44,решено,0,
t005001,2025-04-23 13:25:00,u05293,чат,техническая проблема,1,a07,2025-04-23 14:27:41,2025-04-23 18:59:50,решено,0,
t001128,2025-06-20 05:47:00,u06564,чат,расписание и посещаемость,3,a04,2025-06-20 06:20:38,2025-06-20 10:49:52,решено,0,
t001241,02.04.2025 05:57,u06504,форма,доступ и пароли,3,a01,2025-04-02 06:10:52,2025-04-02 08:11:17,решено,0,5
t000269,2025-03-09 13:01:00,u08325,чат,,1,a03,2025-03-09 13:23:27,2025-03-09 16:16:39,решено,0,
t002579,2025-03-24 07:17:00,u03634,чат,оплата и документы,2,a10,2025-03-24 07:45:38,2025-03-24 20:19:05,решено,0,5
t002846,2025-05-20 13:27:00,u08303,чат,оплата и документы,2,a04,2025-05-20 13:51:27,2025-05-20 16:05:11,решено,0,
t004198,19.01.2025 05:44,u00591,форма,доступ и пароли,2,a02,2025-01-19 06:22:26,2025-01-19 06:33:09,решено,0,
t005364,09.04.2025 02:27,u08930,почта,техническая проблема,1,a09,2025-04-09 02:39:52,2025-04-09 07:52:43,решено,0,
t001785,2025-01-22 10:49:00,u08071,почта,доступ и пароли,2,a04,2025-01-22 11:06:58,2025-01-22 13:54:49,решено,0,1
t001697,2025-01-02 13:33:00,u08397,почта,оплата и документы,2,a04,2025-01-02 15:23:00,2025-01-02 18:22:58,решено,0,
t000815,2025-04-12 10:13:00,u00656,чат,расписание и посещаемость,1,a11,2025-04-12 10:25:38,2025-04-12 17:59:51,решено,0,
t000859,20.06.2025 13:25,u02250,чат,оплата и документы,3,a12,2025-06-20 13:44:34,2025-06-20 19:19:45,решено,0,
t003450,2025-05-24 01:28:00,u04507,телефон,оплата и документы,1,a04,2025-05-24 02:23:30,2025-05-24 03:52:34,решено,0,5
t002797,24.05.2025 10:47,u07895,чат,прочее,2,a03,2025-05-24 10:54:05,2025-05-24 15:03:03,решено,0,
t002039,2025-05-07 13:31:00,u05037,почта,оплата и документы,2,a17,2025-05-07 14:23:05,2025-05-07 15:14:32,решено,0,5
t005039,2025-02-26 12:38:00,u02081,телефон,прочее,1,a15,2025-02-26 12:48:03,2025-02-26 16:32:15,решено,0,
t002699,18.03.2025 09:24,u03497,почта,доступ и пароли,3,a11,2025-03-18 09:58:20,2025-03-18 13:24:03,решено,0,
t001601,2025-04-04 12:00:00,u04422,чат,оплата и документы,3,a09,2025-04-04 13:03:50,2025-04-04 22:05:12,решено,0,
t005021,23.04.2025 10:18,u07345,Чат,оплата и документы,2,a05,2025-04-23 10:25:59,2025-04-23 14:31:16,решено,0,
t003876,2025-06-05 14:03:00,u01086,почта,техническая проблема,2,a12,,,новое,0,
t004062,2025-01-26 03:32:00,u07367,чат,доступ и пароли,2,a07,2025-01-26 04:31:16,2025-01-26 04:53:13,решено,0,
t000482,2025-01-17 06:17:00,u01077,чат,доступ и пароли,2,a01,2025-01-17 07:27:24,2025-01-17 08:01:38,решено,0,
t005198,27.06.2025 07:26,u08400,чат,доступ и пароли,2,a05,2025-06-27 07:48:05,2025-06-27 10:58:47,решено,0,
t004808,2025-03-02 10:48:00,u08202,телефон,доступ и пароли,1,a02,2025-03-02 11:16:51,2025-03-02 11:39:08,решено,0,5
t001378,24.06.2025 08:23,u01427,почта,оплата и документы,2,a15,2025-06-24 08:48:04,2025-06-24 14:29:22,решено,0,5
t001604,2025-02-07 16:45:00,u08001,чат,доступ и пароли,1,a03,2025-02-07 17:01:09,2025-02-07 17:18:46,решено,0,5
