ts,login,ip,action,object,result,auth_method,session_id,detail
2026-08-14 06:56:14,p.kotov,10.8.14.21,login,panel,ok,password+mfa,s01047,
14.08.2026 06:58:36,d.kravets,10.8.44.5,add_note,ord-75284,ok,session,s01044,
2026-08-14 06:59:19,i.bortnik,95.108.174.62,login,panel,ok,password+mfa,s01045,
2026-08-14 06:59:36,d.kravets,10.8.44.5,search_client,ord-59907,ok,session,s01044,
2026-08-14 07:00:14,p.kotov,10.8.14.21,view_order,ord-15410,ok,session,s01047,
2026-08-14 07:00:36,d.kravets,10.8.44.5,search_client,ord-75370,ok,session,s01044,
2026-08-14 07:02:14,p.kotov,10.8.14.21,add_note,ord-79908,ok,session,s01047,
2026-08-14 07:04:19,i.bortnik,95.108.174.62,update_order,ord-71337,ok,session,s01045,
14.08.2026 07:07:19,i.bortnik,95.108.174.62,add_note,ord-41192,ok,session,s01045,
2026-08-14 07:07:36,d.kravets,10.8.44.5,update_order,ord-56102,ok,session,s01044,
2026-08-14 07:08:14,p.kotov,10.8.14.21,add_note,ord-29646,ok,session,s01047,
2026-08-14 07:08:14,p.kotov,10.8.14.21,view_order,ord-59417,ok,session,s01047,
2026-08-14 07:09:19,i.bortnik,95.108.174.62,search_client,ord-22865,ok,session,s01045,
2026-08-14 07:14:14,p.kotov,10.8.14.21,view_order,ord-91881,ok,session,s01047,
2026-08-14 07:53:19,i.bortnik,95.108.174.62,logout,panel,ok,session,s01045,
14.08.2026 08:01:36,d.kravets,10.8.44.5,logout,panel,ok,session,s01044,
2026-08-14 08:04:54,s.raifa,10.8.31.7,logout,panel,ok,session,s01046,
2026-08-14 09:06:14,p.kotov,10.8.14.21,logout,panel,ok,session,s01047,
2026-08-14 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-15 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-16 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-17 05:13:19,i.bortnik,95.108.174.62,login,panel,ok,password+mfa,s01048,
17.08.2026 05:18:19,i.bortnik,95.108.174.62,update_order,ord-75708,ok,session,s01048,
2026-08-17 05:21:19,i.bortnik,95.108.174.62,view_client,ord-84954,ok,session,s01048,
2026-08-17 05:23:19,i.bortnik,95.108.174.62,search_client,ord-56033,ok,session,s01048,
2026-08-17 05:26:19,i.bortnik,95.108.174.62,view_order,ord-89041,ok,session,s01048,
2026-08-17 05:50:59,m.zueva,10.8.14.22,login,panel,ok,password+mfa,s01050,
2026-08-17 05:54:59,m.zueva,10.8.14.22,search_client,ord-42509,ok,session,s01050,
2026-08-17 05:55:19,i.bortnik,95.108.174.62,logout,panel,ok,session,s01048,
17.08.2026 05:58:29,a.sokolov,109.252.44.19,login,panel,ok,password+mfa,s01051,
2026-08-17 05:58:59,m.zueva,10.8.14.22,add_note,ord-48021,ok,session,s01050,
2026-08-17 06:03:29,a.sokolov,109.252.44.19,search_client,ord-67862,ok,session,s01051,
2026-08-17 06:07:29,a.sokolov,109.252.44.19,view_order,ord-53928,ok,session,s01051,
2026-08-17 06:08:29,a.sokolov,109.252.44.19,view_order,ord-11781,ok,session,s01051,
2026-08-17 06:10:29,a.sokolov,109.252.44.19,view_client,ord-13492,ok,session,s01051,
2026-08-17 06:33:45,s.raifa,10.8.44.5,login,panel,ok,password+mfa,s01049,
17.08.2026 06:38:45,s.raifa,10.8.44.5,update_order,ord-48850,ok,session,s01049,
2026-08-17 06:42:45,s.raifa,10.8.44.5,search_client,ord-65414,ok,session,s01049,
2026-08-17 06:42:45,s.raifa,10.8.44.5,view_client,ord-48429,ok,session,s01049,
2026-08-17 06:47:45,s.raifa,10.8.44.5,view_client,ord-24882,ok,session,s01049,
2026-08-17 06:54:29,a.sokolov,109.252.44.19,logout,panel,ok,session,s01051,
2026-08-17 07:04:59,m.zueva,10.8.14.22,logout,panel,ok,session,s01050,
2026-08-17 08:21:45,s.raifa,10.8.44.5,logout,panel,ok,session,s01049,
17.08.2026 10:57:00,s.raifa,10.8.44.5,login,panel,fail,password,s01155,wrong_password
2026-08-17 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-18 05:09:30,m.zueva,10.8.14.22,login,panel,ok,password+mfa,s01055,
2026-08-18 05:13:30,m.zueva,10.8.14.22,view_client,ord-45361,ok,session,s01055,
2026-08-18 05:16:30,m.zueva,10.8.14.22,view_client,ord-26073,ok,session,s01055,
2026-08-18 05:16:53,s.raifa,10.8.31.7,login,panel,ok,password+mfa,s01054,
2026-08-18 05:18:30,m.zueva,10.8.14.22,add_note,ord-30770,ok,session,s01055,
18.08.2026 05:20:53,s.raifa,10.8.31.7,view_order,ord-96023,ok,session,s01054,
2026-08-18 05:21:30,m.zueva,10.8.14.22,view_order,ord-48450,ok,session,s01055,
2026-08-18 05:26:53,s.raifa,10.8.31.7,search_client,ord-32531,ok,session,s01054,
2026-08-18 05:26:53,s.raifa,10.8.31.7,update_order,ord-15855,ok,session,s01054,
2026-08-18 05:28:51,a.sokolov,10.8.31.7,login,panel,ok,password+mfa,s01056,
2026-08-18 05:30:53,s.raifa,10.8.31.7,add_note,ord-59073,ok,session,s01054,
2026-08-18 05:32:53,s.raifa,10.8.31.7,view_order,ord-87957,ok,session,s01054,
18.08.2026 05:33:51,a.sokolov,10.8.31.7,view_client,ord-25027,ok,session,s01056,
2026-08-18 05:36:53,s.raifa,10.8.31.7,view_order,ord-89042,ok,session,s01054,
2026-08-18 05:37:51,a.sokolov,10.8.31.7,update_order,ord-41187,ok,session,s01056,
2026-08-18 05:38:51,a.sokolov,10.8.31.7,search_client,ord-52809,ok,session,s01056,
2026-08-18 05:42:51,a.sokolov,10.8.31.7,search_client,ord-39483,ok,session,s01056,
2026-08-18 05:43:51,a.sokolov,10.8.31.7,add_note,ord-28192,ok,session,s01056,
2026-08-18 05:50:51,a.sokolov,10.8.31.7,search_client,ord-29414,ok,session,s01056,
18.08.2026 06:05:53,s.raifa,10.8.31.7,logout,panel,ok,session,s01054,
2026-08-18 06:14:41,i.bortnik,10.8.14.23,login,panel,ok,password+mfa,s01053,
2026-08-18 06:19:41,i.bortnik,10.8.14.23,add_note,ord-90053,ok,session,s01053,
2026-08-18 06:21:41,i.bortnik,10.8.14.23,search_client,ord-58179,ok,session,s01053,
2026-08-18 06:27:41,i.bortnik,10.8.14.23,update_order,ord-68782,ok,session,s01053,
2026-08-18 06:30:41,i.bortnik,10.8.14.23,view_order,ord-68988,ok,session,s01053,
2026-08-18 06:33:41,i.bortnik,10.8.14.23,update_order,ord-52840,ok,session,s01053,
18.08.2026 06:33:41,i.bortnik,10.8.14.23,view_client,ord-68923,ok,session,s01053,
2026-08-18 06:37:41,i.bortnik,10.8.14.23,search_client,ord-48107,ok,session,s01053,
2026-08-18 06:58:21,d.kravets,10.8.14.22,login,panel,ok,password+mfa,s01052,
2026-08-18 07:04:30,m.zueva,10.8.14.22,logout,panel,ok,session,s01055,
2026-08-18 07:05:21,d.kravets,10.8.14.22,view_client,ord-11353,ok,session,s01052,
2026-08-18 07:07:21,d.kravets,10.8.14.22,view_order,ord-82424,ok,session,s01052,
2026-08-18 07:11:21,d.kravets,10.8.14.22,view_order,ord-62378,ok,session,s01052,
18.08.2026 07:13:21,d.kravets,10.8.14.22,search_client,ord-92317,ok,session,s01052,
2026-08-18 07:16:41,i.bortnik,10.8.14.23,logout,panel,ok,session,s01053,
2026-08-18 07:21:51,a.sokolov,10.8.31.7,logout,panel,ok,session,s01056,
2026-08-18 08:29:21,d.kravets,10.8.14.22,logout,panel,ok,session,s01052,
2026-08-18 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-19 05:03:00,d.kravets,10.8.14.23,login,panel,fail,password,s01145,wrong_password
2026-08-19 05:08:46,p.kotov,10.8.14.22,login,panel,ok,password+mfa,s01060,
19.08.2026 05:11:46,p.kotov,10.8.14.22,add_note,ord-56599,ok,session,s01060,
2026-08-19 05:17:46,p.kotov,10.8.14.22,view_order,ord-64514,ok,session,s01060,
2026-08-19 05:18:46,p.kotov,10.8.14.22,search_client,ord-60373,ok,session,s01060,
2026-08-19 05:20:20,m.zueva,10.8.31.7,login,panel,ok,password+mfa,s01059,
2026-08-19 05:21:46,p.kotov,10.8.14.22,search_client,ord-36876,ok,session,s01060,
2026-08-19 05:25:20,m.zueva,10.8.31.7,update_order,ord-10546,ok,session,s01059,
2026-08-19 05:25:46,p.kotov,10.8.14.22,update_order,ord-12667,ok,session,s01060,
19.08.2026 05:28:20,m.zueva,10.8.31.7,view_client,ord-57115,ok,session,s01059,
2026-08-19 05:30:20,m.zueva,10.8.31.7,update_order,ord-36406,ok,session,s01059,
2026-08-19 05:40:55,a.sokolov,10.8.14.22,login,panel,ok,password+mfa,s01061,
2026-08-19 05:43:55,a.sokolov,10.8.14.22,search_client,ord-10953,ok,session,s01061,
2026-08-19 05:50:55,a.sokolov,10.8.14.22,view_client,ord-81975,ok,session,s01061,
2026-08-19 05:51:55,a.sokolov,10.8.14.22,view_order,ord-57131,ok,session,s01061,
2026-08-19 05:54:50,i.bortnik,10.8.14.22,login,panel,ok,password+mfa,s01058,
19.08.2026 05:55:55,a.sokolov,10.8.14.22,add_note,ord-73163,ok,session,s01061,
2026-08-19 05:57:50,i.bortnik,10.8.14.22,view_order,ord-62512,ok,session,s01058,
2026-08-19 06:04:50,i.bortnik,10.8.14.22,view_order,ord-47540,ok,session,s01058,
2026-08-19 06:04:50,i.bortnik,10.8.14.22,add_note,ord-53042,ok,session,s01058,
2026-08-19 06:07:50,i.bortnik,10.8.14.22,search_client,ord-15267,ok,session,s01058,
2026-08-19 06:12:50,i.bortnik,10.8.14.22,add_note,ord-37927,ok,session,s01058,
2026-08-19 06:14:46,p.kotov,10.8.14.22,logout,panel,ok,session,s01060,
19.08.2026 06:16:50,i.bortnik,10.8.14.22,add_note,ord-93304,ok,session,s01058,
2026-08-19 06:34:28,d.kravets,10.8.31.7,login,panel,ok,password+mfa,s01057,
2026-08-19 06:40:28,d.kravets,10.8.31.7,view_client,ord-54867,ok,session,s01057,
2026-08-19 06:40:28,d.kravets,10.8.31.7,search_client,ord-23230,ok,session,s01057,
2026-08-19 06:44:28,d.kravets,10.8.31.7,add_note,ord-68230,ok,session,s01057,
2026-08-19 06:47:28,d.kravets,10.8.31.7,add_note,ord-80471,ok,session,s01057,
2026-08-19 06:53:28,d.kravets,10.8.31.7,view_client,ord-50944,ok,session,s01057,
19.08.2026 06:54:28,d.kravets,10.8.31.7,add_note,ord-18371,ok,session,s01057,
2026-08-19 06:58:50,i.bortnik,10.8.14.22,logout,panel,ok,session,s01058,
2026-08-19 06:59:55,a.sokolov,10.8.14.22,logout,panel,ok,session,s01061,
2026-08-19 07:26:20,m.zueva,10.8.31.7,logout,panel,ok,session,s01059,
2026-08-19 08:11:28,d.kravets,10.8.31.7,logout,panel,ok,session,s01057,
2026-08-19 12:37:00,d.kravets,10.8.31.7,login,panel,fail,password,s01149,wrong_password
2026-08-19 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
20.08.2026 05:10:38,a.sokolov,109.252.44.19,login,panel,ok,password+mfa,s01067,
2026-08-20 05:12:27,m.zueva,77.88.21.141,login,panel,ok,password+mfa,s01065,
2026-08-20 05:16:38,a.sokolov,109.252.44.19,view_client,ord-15173,ok,session,s01067,
2026-08-20 05:17:27,m.zueva,77.88.21.141,search_client,ord-22686,ok,session,s01065,
2026-08-20 05:19:27,m.zueva,77.88.21.141,view_client,ord-30951,ok,session,s01065,
2026-08-20 05:20:38,a.sokolov,109.252.44.19,view_client,ord-35249,ok,session,s01067,
2026-08-20 05:22:27,m.zueva,77.88.21.141,add_note,ord-80572,ok,session,s01065,
20.08.2026 05:22:38,a.sokolov,109.252.44.19,add_note,ord-54918,ok,session,s01067,
2026-08-20 05:24:27,m.zueva,77.88.21.141,search_client,ord-48662,ok,session,s01065,
2026-08-20 05:25:38,a.sokolov,109.252.44.19,view_order,ord-59449,ok,session,s01067,
2026-08-20 05:27:27,m.zueva,77.88.21.141,view_client,ord-65869,ok,session,s01065,
2026-08-20 05:29:38,a.sokolov,109.252.44.19,add_note,ord-30714,ok,session,s01067,
2026-08-20 05:31:38,a.sokolov,109.252.44.19,search_client,ord-56614,ok,session,s01067,
2026-08-20 05:53:31,p.kotov,10.8.31.7,login,panel,ok,password+mfa,s01066,
20.08.2026 05:59:31,p.kotov,10.8.31.7,view_client,ord-79332,ok,session,s01066,
2026-08-20 06:00:31,p.kotov,10.8.31.7,search_client,ord-20415,ok,session,s01066,
2026-08-20 06:02:27,m.zueva,77.88.21.141,logout,panel,ok,session,s01065,
2026-08-20 06:02:31,p.kotov,10.8.31.7,add_note,ord-16313,ok,session,s01066,
2026-08-20 06:02:38,s.raifa,10.8.44.5,login,panel,ok,password+mfa,s01064,
2026-08-20 06:05:31,p.kotov,10.8.31.7,add_note,ord-11254,ok,session,s01066,
2026-08-20 06:05:38,s.raifa,10.8.44.5,add_note,ord-29395,ok,session,s01064,
20.08.2026 06:11:38,s.raifa,10.8.44.5,view_order,ord-94088,ok,session,s01064,
2026-08-20 06:12:31,p.kotov,10.8.31.7,view_client,ord-32764,ok,session,s01066,
2026-08-20 06:12:38,s.raifa,10.8.44.5,view_client,ord-70870,ok,session,s01064,
2026-08-20 06:14:31,p.kotov,10.8.31.7,search_client,ord-74499,ok,session,s01066,
2026-08-20 06:17:31,p.kotov,10.8.31.7,update_order,ord-61227,ok,session,s01066,
2026-08-20 06:17:38,s.raifa,10.8.44.5,view_client,ord-75859,ok,session,s01064,
2026-08-20 06:21:38,s.raifa,10.8.44.5,add_note,ord-55846,ok,session,s01064,
20.08.2026 06:23:38,s.raifa,10.8.44.5,view_client,ord-84178,ok,session,s01064,
2026-08-20 06:25:38,s.raifa,10.8.44.5,view_client,ord-31639,ok,session,s01064,
2026-08-20 06:39:14,d.kravets,77.88.21.140,login,panel,ok,password+mfa,s01062,
2026-08-20 06:45:14,d.kravets,77.88.21.140,view_client,ord-43307,ok,session,s01062,
2026-08-20 06:45:14,d.kravets,77.88.21.140,search_client,ord-22131,ok,session,s01062,
2026-08-20 06:48:14,d.kravets,77.88.21.140,update_order,ord-88151,ok,session,s01062,
2026-08-20 06:51:03,i.bortnik,10.8.14.23,login,panel,ok,password+mfa,s01063,
20.08.2026 06:52:14,d.kravets,77.88.21.140,view_client,ord-22670,ok,session,s01062,
2026-08-20 06:56:14,d.kravets,77.88.21.140,view_order,ord-40665,ok,session,s01062,
2026-08-20 06:57:03,i.bortnik,10.8.14.23,update_order,ord-46774,ok,session,s01063,
2026-08-20 06:58:38,a.sokolov,109.252.44.19,logout,panel,ok,session,s01067,
2026-08-20 06:59:14,d.kravets,77.88.21.140,view_client,ord-55409,ok,session,s01062,
2026-08-20 07:01:03,i.bortnik,10.8.14.23,update_order,ord-20940,ok,session,s01063,
2026-08-20 07:01:03,i.bortnik,10.8.14.23,view_client,ord-24254,ok,session,s01063,
20.08.2026 07:02:14,d.kravets,77.88.21.140,search_client,ord-86963,ok,session,s01062,
2026-08-20 07:03:03,i.bortnik,10.8.14.23,add_note,ord-40883,ok,session,s01063,
2026-08-20 07:10:03,i.bortnik,10.8.14.23,add_note,ord-77375,ok,session,s01063,
2026-08-20 07:11:03,i.bortnik,10.8.14.23,view_client,ord-24607,ok,session,s01063,
2026-08-20 07:39:38,s.raifa,10.8.44.5,logout,panel,ok,session,s01064,
2026-08-20 07:44:31,p.kotov,10.8.31.7,logout,panel,ok,session,s01066,
2026-08-20 07:45:03,i.bortnik,10.8.14.23,logout,panel,ok,session,s01063,
20.08.2026 07:46:14,d.kravets,77.88.21.140,logout,panel,ok,session,s01062,
2026-08-20 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-21 05:49:37,p.kotov,10.8.14.23,login,panel,ok,password+mfa,s01071,
2026-08-21 05:55:37,p.kotov,10.8.14.23,view_client,ord-28829,ok,session,s01071,
2026-08-21 05:56:37,p.kotov,10.8.14.23,add_note,ord-24746,ok,session,s01071,
2026-08-21 06:01:36,d.kravets,10.8.14.21,login,panel,ok,password+mfa,s01068,
2026-08-21 06:02:37,p.kotov,10.8.14.23,update_order,ord-92552,ok,session,s01071,
21.08.2026 06:03:12,i.bortnik,95.108.174.62,login,panel,ok,password+mfa,s01069,
2026-08-21 06:05:37,p.kotov,10.8.14.23,add_note,ord-18866,ok,session,s01071,
2026-08-21 06:07:12,i.bortnik,95.108.174.62,update_order,ord-16913,ok,session,s01069,
2026-08-21 06:08:36,d.kravets,10.8.14.21,view_order,ord-25851,ok,session,s01068,
2026-08-21 06:08:37,p.kotov,10.8.14.23,view_client,ord-56324,ok,session,s01071,
2026-08-21 06:09:37,p.kotov,10.8.14.23,update_order,ord-59114,ok,session,s01071,
2026-08-21 06:10:37,p.kotov,10.8.14.23,search_client,ord-29577,ok,session,s01071,
21.08.2026 06:11:36,d.kravets,10.8.14.21,add_note,ord-92889,ok,session,s01068,
2026-08-21 06:13:12,i.bortnik,95.108.174.62,add_note,ord-95964,ok,session,s01069,
2026-08-21 06:13:12,i.bortnik,95.108.174.62,add_note,ord-67557,ok,session,s01069,
2026-08-21 06:13:36,d.kravets,10.8.14.21,add_note,ord-38812,ok,session,s01068,
2026-08-21 06:14:36,d.kravets,10.8.14.21,view_client,ord-89025,ok,session,s01068,
2026-08-21 06:17:36,d.kravets,10.8.14.21,update_order,ord-65263,ok,session,s01068,
2026-08-21 06:19:12,i.bortnik,95.108.174.62,update_order,ord-12210,ok,session,s01069,
21.08.2026 06:22:12,i.bortnik,95.108.174.62,view_client,ord-36970,ok,session,s01069,
2026-08-21 06:34:19,a.sokolov,10.8.31.7,login,panel,ok,password+mfa,s01072,
2026-08-21 06:39:19,a.sokolov,10.8.31.7,update_order,ord-92015,ok,session,s01072,
2026-08-21 06:41:19,a.sokolov,10.8.31.7,update_order,ord-92757,ok,session,s01072,
2026-08-21 06:45:19,a.sokolov,10.8.31.7,search_client,ord-51826,ok,session,s01072,
2026-08-21 06:46:19,a.sokolov,10.8.31.7,view_client,ord-83091,ok,session,s01072,
2026-08-21 06:47:46,m.zueva,10.8.14.23,login,panel,ok,password+mfa,s01070,
21.08.2026 06:49:19,a.sokolov,10.8.31.7,view_order,ord-25381,ok,session,s01072,
2026-08-21 06:51:46,m.zueva,10.8.14.23,add_note,ord-18816,ok,session,s01070,
2026-08-21 06:52:19,a.sokolov,10.8.31.7,search_client,ord-68476,ok,session,s01072,
2026-08-21 06:55:46,m.zueva,10.8.14.23,add_note,ord-60019,ok,session,s01070,
2026-08-21 06:56:19,a.sokolov,10.8.31.7,view_client,ord-53152,ok,session,s01072,
2026-08-21 06:59:46,m.zueva,10.8.14.23,view_order,ord-42380,ok,session,s01070,
2026-08-21 06:59:46,m.zueva,10.8.14.23,view_client,ord-21669,ok,session,s01070,
21.08.2026 07:26:36,d.kravets,10.8.14.21,logout,panel,ok,session,s01068,
2026-08-21 07:46:37,p.kotov,10.8.14.23,logout,panel,ok,session,s01071,
2026-08-21 07:55:12,i.bortnik,95.108.174.62,logout,panel,ok,session,s01069,
2026-08-21 08:18:19,a.sokolov,10.8.31.7,logout,panel,ok,session,s01072,
2026-08-21 08:36:46,m.zueva,10.8.14.23,logout,panel,ok,session,s01070,
2026-08-21 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-22 14:54:00,d.kravets,10.8.44.5,login,panel,fail,password,s01147,wrong_password
22.08.2026 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-23 05:14:00,d.kravets,10.8.44.5,login,panel,fail,password,s01148,wrong_password
2026-08-23 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-24 05:19:08,m.zueva,10.8.31.7,login,panel,ok,password+mfa,s01075,
2026-08-24 05:23:08,m.zueva,10.8.31.7,add_note,ord-99265,ok,session,s01075,
2026-08-24 05:26:08,m.zueva,10.8.31.7,add_note,ord-88259,ok,session,s01075,
2026-08-24 05:32:08,m.zueva,10.8.31.7,view_order,ord-21176,ok,session,s01075,
24.08.2026 06:11:18,i.bortnik,95.108.174.62,login,panel,ok,password+mfa,s01074,
2026-08-24 06:16:18,i.bortnik,95.108.174.62,search_client,ord-27325,ok,session,s01074,
2026-08-24 06:20:18,i.bortnik,95.108.174.62,search_client,ord-54061,ok,session,s01074,
2026-08-24 06:21:18,i.bortnik,95.108.174.62,view_client,ord-58907,ok,session,s01074,
2026-08-24 06:23:18,i.bortnik,95.108.174.62,search_client,ord-67057,ok,session,s01074,
2026-08-24 06:31:12,d.kravets,10.8.44.5,login,panel,ok,password+mfa,s01073,
2026-08-24 06:33:08,m.zueva,10.8.31.7,logout,panel,ok,session,s01075,
24.08.2026 06:35:12,d.kravets,10.8.44.5,search_client,ord-56756,ok,session,s01073,
2026-08-24 06:40:12,d.kravets,10.8.44.5,add_note,ord-12590,ok,session,s01073,
2026-08-24 07:20:18,i.bortnik,95.108.174.62,logout,panel,ok,session,s01074,
2026-08-24 08:04:12,d.kravets,10.8.44.5,logout,panel,ok,session,s01073,
2026-08-24 12:10:00,s.raifa,10.8.14.21,login,panel,fail,password,s01150,wrong_password
2026-08-24 14:51:00,m.zueva,10.8.14.21,login,panel,fail,password,s01143,wrong_password
2026-08-24 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
25.08.2026 05:38:23,d.kravets,10.8.31.7,login,panel,ok,password+mfa,s01076,
2026-08-25 05:44:23,d.kravets,10.8.31.7,view_client,ord-28236,ok,session,s01076,
2026-08-25 05:44:23,d.kravets,10.8.31.7,search_client,ord-83300,ok,session,s01076,
2026-08-25 05:48:49,m.zueva,10.8.31.7,login,panel,ok,password+mfa,s01078,
2026-08-25 05:49:23,d.kravets,10.8.31.7,add_note,ord-97024,ok,session,s01076,
2026-08-25 05:53:23,d.kravets,10.8.31.7,add_note,ord-71950,ok,session,s01076,
2026-08-25 05:55:49,m.zueva,10.8.31.7,update_order,ord-29037,ok,session,s01078,
25.08.2026 05:57:49,m.zueva,10.8.31.7,view_client,ord-54268,ok,session,s01078,
2026-08-25 05:58:49,m.zueva,10.8.31.7,add_note,ord-46936,ok,session,s01078,
2026-08-25 06:01:49,m.zueva,10.8.31.7,update_order,ord-95595,ok,session,s01078,
2026-08-25 06:03:49,m.zueva,10.8.31.7,update_order,ord-69718,ok,session,s01078,
2026-08-25 06:20:23,d.kravets,10.8.31.7,logout,panel,ok,session,s01076,
2026-08-25 06:31:21,a.sokolov,109.252.44.19,login,panel,ok,password+mfa,s01080,
2026-08-25 06:34:21,a.sokolov,109.252.44.19,view_client,ord-90655,ok,session,s01080,
25.08.2026 06:40:21,a.sokolov,109.252.44.19,add_note,ord-38281,ok,session,s01080,
2026-08-25 06:41:21,a.sokolov,109.252.44.19,add_note,ord-56927,ok,session,s01080,
2026-08-25 06:43:21,a.sokolov,109.252.44.19,add_note,ord-52317,ok,session,s01080,
2026-08-25 06:49:47,p.kotov,10.8.14.22,login,panel,ok,password+mfa,s01079,
2026-08-25 06:50:21,a.sokolov,109.252.44.19,add_note,ord-72893,ok,session,s01080,
2026-08-25 06:52:21,a.sokolov,109.252.44.19,search_client,ord-54240,ok,session,s01080,
2026-08-25 06:55:47,p.kotov,10.8.14.22,update_order,ord-87040,ok,session,s01079,
25.08.2026 06:57:47,p.kotov,10.8.14.22,update_order,ord-38123,ok,session,s01079,
2026-08-25 06:58:49,i.bortnik,10.8.14.21,login,panel,ok,password+mfa,s01077,
2026-08-25 07:02:47,p.kotov,10.8.14.22,view_order,ord-58185,ok,session,s01079,
2026-08-25 07:04:47,p.kotov,10.8.14.22,add_note,ord-11257,ok,session,s01079,
2026-08-25 07:04:47,p.kotov,10.8.14.22,update_order,ord-75436,ok,session,s01079,
2026-08-25 07:04:49,i.bortnik,10.8.14.21,view_order,ord-43886,ok,session,s01077,
2026-08-25 07:08:49,i.bortnik,10.8.14.21,update_order,ord-82251,ok,session,s01077,
25.08.2026 07:09:49,i.bortnik,10.8.14.21,update_order,ord-27139,ok,session,s01077,
2026-08-25 07:10:49,i.bortnik,10.8.14.21,add_note,ord-43195,ok,session,s01077,
2026-08-25 07:16:49,i.bortnik,10.8.14.21,view_client,ord-20248,ok,session,s01077,
2026-08-25 07:27:49,m.zueva,10.8.31.7,logout,panel,ok,session,s01078,
2026-08-25 07:38:00,d.kravets,10.8.14.21,login,panel,fail,password,s01142,wrong_password
2026-08-25 07:40:21,a.sokolov,109.252.44.19,logout,panel,ok,session,s01080,
2026-08-25 07:49:49,i.bortnik,10.8.14.21,logout,panel,ok,session,s01077,
25.08.2026 08:22:47,p.kotov,10.8.14.22,logout,panel,ok,session,s01079,
2026-08-25 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-26 05:05:57,m.zueva,10.8.14.23,login,panel,ok,password+mfa,s01083,
2026-08-26 05:09:57,m.zueva,10.8.14.23,view_client,ord-33775,ok,session,s01083,
2026-08-26 05:13:57,m.zueva,10.8.14.23,view_client,ord-82457,ok,session,s01083,
2026-08-26 05:17:57,m.zueva,10.8.14.23,view_client,ord-18324,ok,session,s01083,
2026-08-26 05:19:57,m.zueva,10.8.14.23,add_note,ord-99768,ok,session,s01083,
26.08.2026 05:24:11,i.bortnik,10.8.14.22,login,panel,ok,password+mfa,s01081,
2026-08-26 05:24:57,m.zueva,10.8.14.23,add_note,ord-40969,ok,session,s01083,
2026-08-26 05:24:57,m.zueva,10.8.14.23,search_client,ord-73876,ok,session,s01083,
2026-08-26 05:29:11,i.bortnik,10.8.14.22,view_order,ord-50636,ok,session,s01081,
2026-08-26 05:30:57,m.zueva,10.8.14.23,view_order,ord-85117,ok,session,s01083,
2026-08-26 05:31:11,i.bortnik,10.8.14.22,search_client,ord-55996,ok,session,s01081,
2026-08-26 05:33:11,i.bortnik,10.8.14.22,view_order,ord-93279,ok,session,s01081,
26.08.2026 05:37:11,i.bortnik,10.8.14.22,view_client,ord-17945,ok,session,s01081,
2026-08-26 05:40:11,i.bortnik,10.8.14.22,add_note,ord-80391,ok,session,s01081,
2026-08-26 05:45:11,i.bortnik,10.8.14.22,add_note,ord-12259,ok,session,s01081,
2026-08-26 05:58:17,p.kotov,10.8.14.22,login,panel,ok,password+mfa,s01084,
2026-08-26 06:02:17,p.kotov,10.8.14.22,update_order,ord-66433,ok,session,s01084,
2026-08-26 06:05:17,p.kotov,10.8.14.22,view_client,ord-76277,ok,session,s01084,
2026-08-26 06:32:32,s.raifa,10.8.14.22,login,panel,ok,password+mfa,s01082,
26.08.2026 06:36:32,s.raifa,10.8.14.22,view_client,ord-41393,ok,session,s01082,
2026-08-26 06:39:17,p.kotov,10.8.14.22,logout,panel,ok,session,s01084,
2026-08-26 06:40:32,s.raifa,10.8.14.22,view_order,ord-90663,ok,session,s01082,
2026-08-26 06:44:32,s.raifa,10.8.14.22,view_order,ord-76365,ok,session,s01082,
2026-08-26 06:45:32,s.raifa,10.8.14.22,view_order,ord-82791,ok,session,s01082,
2026-08-26 06:51:33,a.sokolov,109.252.44.19,login,panel,ok,password+mfa,s01085,
2026-08-26 06:56:33,a.sokolov,109.252.44.19,add_note,ord-87363,ok,session,s01085,
26.08.2026 06:58:33,a.sokolov,109.252.44.19,search_client,ord-34722,ok,session,s01085,
